rcid,country,vote
4662,Israel,3
4662,Kuwait,1
4662,China,1
4662,Japan,2
4662,India,1
4662,Pakistan,1
4662,Bangladesh,1
4662,Sri Lanka,1
4662,Nepal,1
4662,Thailand,2
4662,Malaysia,1
4662,Singapore,1
4662,Brunei Darussalam,1
4662,Philippines,1
4662,Indonesia,1
4662,Australia,3
4662,New Zealand,2
4664,USA,3
4664,Canada,1
4664,Bahamas,1
4664,Cuba,1
4664,Jamaica,1
4664,Trinidad and Tobago,1
4664,Mexico,1
4664,Costa Rica,1
4664,Panama,1
4664,Colombia,1
4664,Venezuela,1
4664,Guyana,1
4664,Ecuador,1
4664,Peru,1
4664,Brazil,1
4664,Bolivia,1
4664,Paraguay,1
4664,Chile,1
4664,Argentina,1
4664,Uruguay,1
4664,UK,1
4664,Ireland,1
4664,Netherlands,1
4664,Belgium,1
4664,Luxembourg,1
4664,France,1
4664,Spain,1
4664,Portugal,1
4664,Poland,1
4664,Austria,1
4664,Hungary,1
4664,Italy,1
4664,Malta,1
4664,Greece,1
4664,Cyprus,1
4664,Bulgaria,1
4664,Russian Federation,1
4664,Ukraine,1
4664,Belarus,1
4664,Finland,1
4664,Sweden,1
4664,Norway,1
4664,Denmark,1
4664,Iceland,1
4664,Mali,1
4664,Burkina Faso,1
4664,Ghana,1
4664,Togo,1
4664,Nigeria,1
4664,Kenya,1
4664,Tanzania,1
4664,Ethiopia,1
4664,Zambia,1
4664,Botswana,1
4664,Algeria,1
4664,Libya,1
4664,Sudan,1
4664,Egypt,1
4664,Syrian Arab Republic,1
4664,Jordan,1
4664,Israel,3
4664,Kuwait,1
4664,China,1
4664,Japan,1
4664,India,1
4664,Pakistan,1
4664,Bangladesh,1
4664,Sri Lanka,1
4664,Nepal,1
4664,Thailand,1
4664,Malaysia,1
4664,Singapore,1
4664,Brunei Darussalam,1
4664,Philippines,1
4664,Indonesia,1
4664,Australia,1
4664,New Zealand,1
4668,USA,3
4668,Canada,1
4668,Bahamas,1
4668,Cuba,1
4668,Jamaica,1
4668,Trinidad and Tobago,1
4668,Mexico,1
4668,Costa Rica,1
4668,Panama,1
4668,Colombia,1
4668,Venezuela,1
4668,Guyana,1
4668,Ecuador,1
4668,Peru,1
4668,Brazil,1
4668,Bolivia,1
4668,Paraguay,1
4668,Chile,1
4668,Argentina,1
4668,Uruguay,1
4668,UK,1
4668,Ireland,1
4668,Netherlands,1
4668,Belgium,1
4668,Luxembourg,1
4668,France,1
4668,Spain,1
4668,Portugal,1
4668,Poland,1
4668,Austria,1
4668,Hungary,1
4668,Italy,1
4668,Malta,1
4668,Greece,1
4668,Cyprus,1
4668,Bulgaria,1
4668,Russian Federation,1
4668,Ukraine,1
4668,Belarus,1
4668,Finland,1
4668,Sweden,1
4668,Norway,1
4668,Denmark,1
4668,Iceland,1
4668,Mali,1
4668,Burkina Faso,1
4668,Ghana,1
4668,Togo,1
4668,Nigeria,1
4668,Kenya,1
4668,Tanzania,1
4668,Ethiopia,1
4668,Zambia,1
4668,Botswana,1
4668,Algeria,1
4668,Libya,1
4668,Sudan,1
4668,Egypt,1
4668,Syrian Arab Republic,1
4668,Jordan,1
4668,Israel,3
4668,Kuwait,1
4668,China,1
4668,Japan,1
4668,India,1
4668,Pakistan,1
4668,Bangladesh,1
4668,Sri Lanka,1
4668,Nepal,1
4668,Thailand,1
4668,Malaysia,1
4668,Singapore,1
4668,Brunei Darussalam,1
4668,Philippines,1
4668,Indonesia,1
4668,Australia,1
4668,New Zealand,1
4673,USA,3
4673,Canada,3
4673,Bahamas,1
4673,Cuba,1
4673,Jamaica,1
4673,Trinidad and Tobago,1
4673,Mexico,1
4673,Costa Rica,1
4673,Panama,1
4673,Colombia,2
4673,Venezuela,1
4673,Guyana,1
4673,Ecuador,1
4673,Peru,2
4673,Brazil,1
4673,Bolivia,1
4673,Paraguay,1
4673,Chile,1
4673,Argentina,1
4673,Uruguay,1
4673,UK,2
4673,Ireland,2
4673,Netherlands,2
4673,Belgium,2
4673,Luxembourg,2
4673,France,2
4673,Spain,2
4673,Portugal,2
4673,Poland,2
4673,Austria,2
4673,Hungary,2
4673,Italy,2
4673,Malta,1
4673,Greece,2
4673,Cyprus,1
4673,Bulgaria,2
4673,Russian Federation,2
4673,Ukraine,2
4673,Belarus,1
4673,Finland,2
4673,Sweden,2
4673,Norway,2
4673,Denmark,2
4673,Iceland,2
4673,Mali,1
4673,Burkina Faso,1
4673,Ghana,1
4673,Togo,1
4673,Nigeria,1
4673,Ethiopia,1
4673,Zambia,1
4673,Algeria,1
4673,Libya,1
4673,Sudan,1
4673,Egypt,1
4673,Syrian Arab Republic,1
4673,Jordan,1
4673,Israel,3
4673,Kuwait,1
4673,China,1
4673,Japan,2
4673,India,1
4673,Pakistan,1
4673,Bangladesh,1
4673,Sri Lanka,1
4673,Nepal,1
4673,Thailand,2
4673,Malaysia,1
4673,Singapore,1
4673,Brunei Darussalam,1
4673,Philippines,1
4673,Indonesia,1
4673,Australia,3
4673,New Zealand,2
4674,USA,3
4674,Canada,3
4674,Bahamas,1
4674,Cuba,1
4674,Jamaica,1
4674,Trinidad and Tobago,1
4674,Mexico,1
4674,Costa Rica,1
4674,Panama,1
4674,Colombia,2
4674,Venezuela,1
4674,Guyana,1
4674,Ecuador,1
4674,Peru,2
4674,Brazil,1
4674,Bolivia,1
4674,Paraguay,1
4674,Chile,1
4674,Argentina,1
4674,Uruguay,2
4674,UK,2
4674,Ireland,2
4674,Netherlands,2
4674,Belgium,2
4674,Luxembourg,2
4674,France,2
4674,Spain,2
4674,Portugal,2
4674,Poland,2
4674,Austria,2
4674,Hungary,2
4674,Italy,2
4674,Malta,1
4674,Greece,2
4674,Cyprus,1
4674,Bulgaria,2
4674,Russian Federation,2
4674,Ukraine,2
4674,Belarus,1
4674,Finland,2
4674,Sweden,2
4674,Norway,2
4674,Denmark,2
4674,Iceland,2
4674,Mali,1
4674,Burkina Faso,1
4674,Ghana,1
4674,Togo,1
4674,Nigeria,1
4674,Ethiopia,1
4674,Zambia,1
4674,Algeria,1
4674,Libya,1
4674,Sudan,1
4674,Egypt,1
4674,Syrian Arab Republic,1
4674,Jordan,1
4674,Israel,3
4674,Kuwait,1
4674,China,1
4674,Japan,2
4674,India,1
4674,Pakistan,1
4674,Bangladesh,1
4674,Sri Lanka,1
4674,Nepal,1
4674,Thailand,2
4674,Malaysia,1
4674,Singapore,1
4674,Brunei Darussalam,1
4674,Philippines,1
4674,Indonesia,1
4674,Australia,3
4674,New Zealand,2
4676,USA,3
4676,Canada,1
4676,Bahamas,1
4676,Cuba,1
4676,Jamaica,1
4676,Trinidad and Tobago,1
4676,Mexico,1
4676,Costa Rica,1
4676,Panama,1
4676,Colombia,1
4676,Venezuela,2
4676,Guyana,1
4676,Ecuador,1
4676,Peru,1
4676,Brazil,1
4676,Bolivia,1
4676,Paraguay,1
4676,Chile,1
4676,Argentina,1
4676,Uruguay,1
4676,UK,1
4676,Ireland,1
4676,Netherlands,1
4676,Belgium,1
4676,Luxembourg,1
4676,France,1
4676,Spain,1
4676,Portugal,1
4676,Poland,1
4676,Austria,1
4676,Hungary,1
4676,Italy,1
4676,Malta,1
4676,Greece,1
4676,Cyprus,1
4676,Bulgaria,1
4676,Russian Federation,2
4676,Ukraine,1
4676,Belarus,2
4676,Finland,1
4676,Sweden,1
4676,Norway,1
4676,Denmark,1
4676,Iceland,1
4676,Mali,1
4676,Burkina Faso,1
4676,Ghana,1
4676,Togo,1
4676,Nigeria,1
4676,Kenya,1
4676,Tanzania,1
4676,Ethiopia,1
4676,Zambia,1
4676,Botswana,2
4676,Algeria,1
4676,Libya,2
4676,Sudan,2
4676,Egypt,2
4676,Syrian Arab Republic,2
4676,Jordan,1
4676,Israel,2
4676,Kuwait,2
4676,China,2
4676,Japan,1
4676,India,2
4676,Pakistan,2
4676,Bangladesh,1
4676,Sri Lanka,1
4676,Nepal,2
4676,Thailand,1
4676,Malaysia,1
4676,Singapore,1
4676,Brunei Darussalam,1
4676,Philippines,1
4676,Indonesia,1
4676,Australia,1
4676,New Zealand,1
4689,USA,3
4689,Canada,1
4689,Bahamas,1
4689,Cuba,1
4689,Jamaica,1
4689,Trinidad and Tobago,1
4689,Mexico,1
4689,Costa Rica,1
4689,Panama,1
4689,Colombia,1
4689,Venezuela,1
4689,Guyana,1
4689,Ecuador,1
4689,Peru,1
4689,Brazil,1
4689,Bolivia,1
4689,Paraguay,1
4689,Chile,1
4689,Argentina,1
4689,Uruguay,1
4689,UK,1
4689,Ireland,1
4689,Netherlands,1
4689,Belgium,1
4689,Luxembourg,1
4689,France,1
4689,Spain,1
4689,Portugal,1
4689,Poland,1
4689,Austria,1
4689,Hungary,1
4689,Italy,1
4689,Malta,1
4689,Greece,1
4689,Cyprus,1
4689,Bulgaria,1
4689,Russian Federation,1
4689,Ukraine,1
4689,Belarus,1
4689,Finland,1
4689,Sweden,1
4689,Norway,1
4689,Denmark,1
4689,Iceland,1
4689,Mali,1
4689,Burkina Faso,1
4689,Ghana,1
4689,Togo,1
4689,Nigeria,1
4689,Tanzania,1
4689,Ethiopia,1
4689,Zambia,1
4689,Algeria,1
4689,Libya,1
4689,Sudan,1
4689,Egypt,1
4689,Syrian Arab Republic,1
4689,Jordan,1
4689,Israel,1
4689,Kuwait,1
4689,China,1
4689,Japan,1
4689,India,1
4689,Pakistan,1
4689,Bangladesh,1
4689,Sri Lanka,1
4689,Nepal,1
4689,Thailand,1
4689,Malaysia,1
4689,Singapore,1
4689,Brunei Darussalam,1
4689,Philippines,1
4689,Indonesia,1
4689,Australia,1
4689,New Zealand,1
4705,USA,3
4705,Canada,3
4705,Bahamas,2
4705,Cuba,1
4705,Jamaica,1
4705,Trinidad and Tobago,1
4705,Mexico,2
4705,Costa Rica,2
4705,Panama,1
4705,Colombia,2
4705,Venezuela,1
4705,Guyana,1
4705,Ecuador,1
4705,Peru,2
4705,Brazil,1
4705,Bolivia,1
4705,Paraguay,1
4705,Chile,1
4705,Argentina,3
4705,Uruguay,2
4705,UK,2
4705,Ireland,2
4705,Netherlands,2
4705,Belgium,2
4705,Luxembourg,2
4705,France,2
4705,Spain,2
4705,Portugal,2
4705,Poland,2
4705,Austria,2
4705,Hungary,2
4705,Italy,1
4705,Malta,2
4705,Greece,2
4705,Cyprus,2
4705,Bulgaria,2
4705,Russian Federation,2
4705,Ukraine,2
4705,Belarus,1
4705,Finland,2
4705,Sweden,2
4705,Norway,2
4705,Denmark,2
4705,Iceland,2
4705,Mali,1
4705,Ghana,1
4705,Togo,1
4705,Nigeria,1
4705,Kenya,1
4705,Tanzania,1
4705,Ethiopia,2
4705,Zambia,1
4705,Botswana,1
4705,Algeria,1
4705,Libya,1
4705,Sudan,1
4705,Egypt,1
4705,Syrian Arab Republic,1
4705,Jordan,1
4705,Israel,3
4705,Kuwait,1
4705,China,1
4705,Japan,2
4705,India,1
4705,Pakistan,1
4705,Bangladesh,1
4705,Sri Lanka,1
4705,Nepal,1
4705,Thailand,2
4705,Malaysia,1
4705,Singapore,1
4705,Brunei Darussalam,1
4705,Philippines,2
4705,Indonesia,1
4705,Australia,3
4705,New Zealand,2
4723,USA,1
4723,Canada,1
4723,Bahamas,1
4723,Cuba,3
4723,Jamaica,2
4723,Trinidad and Tobago,2
4723,Mexico,2
4723,Costa Rica,2
4723,Panama,2
4723,Colombia,2
4723,Venezuela,3
4723,Guyana,2
4723,Ecuador,1
4723,Peru,1
4723,Brazil,2
4723,Bolivia,2
4723,Paraguay,1
4723,Chile,1
4723,Argentina,1
4723,Uruguay,2
4723,UK,1
4723,Ireland,1
4723,Netherlands,1
4723,Belgium,1
4723,Luxembourg,1
4723,France,1
4723,Spain,1
4723,Portugal,1
4723,Poland,1
4723,Austria,1
4723,Hungary,1
4723,Italy,1
4723,Malta,1
4723,Greece,1
4723,Cyprus,1
4723,Bulgaria,1
4723,Russian Federation,3
4723,Ukraine,1
4723,Belarus,3
4723,Finland,1
4723,Sweden,1
4723,Norway,1
4723,Denmark,1
4723,Iceland,1
4723,Mali,2
4723,Burkina Faso,2
4723,Ghana,2
4723,Togo,3
4723,Nigeria,2
4723,Kenya,2
4723,Tanzania,2
4723,Ethiopia,2
4723,Zambia,2
4723,Botswana,2
4723,Algeria,3
4723,Libya,3
4723,Sudan,3
4723,Egypt,3
4723,Syrian Arab Republic,3
4723,Israel,1
4723,Kuwait,3
4723,China,3
4723,Japan,1
4723,India,3
4723,Pakistan,3
4723,Bangladesh,3
4723,Sri Lanka,3
4723,Nepal,2
4723,Thailand,1
4723,Malaysia,3
4723,Singapore,2
4723,Brunei Darussalam,3
4723,Philippines,2
4723,Indonesia,3
4723,Australia,1
4723,New Zealand,1
4724,USA,1
4724,Canada,1
4724,Bahamas,1
4724,Cuba,3
4724,Jamaica,2
4724,Trinidad and Tobago,2
4724,Mexico,2
4724,Costa Rica,2
4724,Panama,2
4724,Colombia,2
4724,Venezuela,3
4724,Guyana,2
4724,Ecuador,2
4724,Peru,1
4724,Brazil,2
4724,Paraguay,1
4724,Chile,1
4724,Argentina,1
4724,Uruguay,1
4724,UK,1
4724,Ireland,1
4724,Netherlands,1
4724,Belgium,1
4724,Luxembourg,1
4724,France,1
4724,Spain,1
4724,Portugal,1
4724,Poland,1
4724,Austria,1
4724,Hungary,1
4724,Italy,1
4724,Malta,1
4724,Greece,1
4724,Cyprus,1
4724,Bulgaria,1
4724,Russian Federation,3
4724,Ukraine,1
4724,Belarus,3
4724,Finland,1
4724,Sweden,1
4724,Norway,1
4724,Denmark,1
4724,Iceland,1
4724,Mali,2
4724,Burkina Faso,2
4724,Ghana,2
4724,Togo,2
4724,Nigeria,2
4724,Kenya,2
4724,Tanzania,2
4724,Ethiopia,3
4724,Zambia,2
4724,Botswana,2
4724,Algeria,3
4724,Libya,3
4724,Sudan,3
4724,Egypt,3
4724,Syrian Arab Republic,3
4724,Jordan,2
4724,Israel,1
4724,Kuwait,2
4724,China,3
4724,Japan,1
4724,India,3
4724,Pakistan,1
4724,Bangladesh,3
4724,Sri Lanka,2
4724,Nepal,2
4724,Thailand,2
4724,Malaysia,3
4724,Singapore,2
4724,Brunei Darussalam,2
4724,Philippines,2
4724,Indonesia,3
4724,Australia,1
4724,New Zealand,1
4725,USA,1
4725,Canada,1
4725,Bahamas,1
4725,Cuba,3
4725,Jamaica,2
4725,Trinidad and Tobago,2
4725,Mexico,1
4725,Costa Rica,2
4725,Panama,1
4725,Colombia,2
4725,Venezuela,3
4725,Guyana,2
4725,Ecuador,1
4725,Peru,1
4725,Brazil,1
4725,Bolivia,2
4725,Paraguay,1
4725,Chile,1
4725,Argentina,1
4725,Uruguay,1
4725,UK,1
4725,Ireland,1
4725,Netherlands,1
4725,Belgium,1
4725,Luxembourg,1
4725,France,1
4725,Spain,1
4725,Portugal,1
4725,Poland,1
4725,Austria,1
4725,Hungary,1
4725,Italy,1
4725,Malta,1
4725,Greece,1
4725,Cyprus,1
4725,Bulgaria,1
4725,Russian Federation,3
4725,Ukraine,1
4725,Belarus,3
4725,Finland,1
4725,Sweden,1
4725,Norway,1
4725,Denmark,1
4725,Iceland,1
4725,Mali,2
4725,Burkina Faso,2
4725,Ghana,1
4725,Togo,2
4725,Nigeria,2
4725,Kenya,2
4725,Tanzania,1
4725,Ethiopia,2
4725,Zambia,2
4725,Botswana,2
4725,Algeria,3
4725,Libya,3
4725,Sudan,3
4725,Egypt,3
4725,Syrian Arab Republic,3
4725,Jordan,1
4725,Israel,1
4725,Kuwait,2
4725,China,3
4725,Japan,1
4725,India,2
4725,Pakistan,3
4725,Bangladesh,2
4725,Sri Lanka,2
4725,Nepal,2
4725,Thailand,2
4725,Malaysia,2
4725,Singapore,2
4725,Brunei Darussalam,2
4725,Philippines,1
4725,Indonesia,3
4725,Australia,1
4725,New Zealand,1
4730,USA,3
4730,Canada,3
4730,Bahamas,1
4730,Cuba,1
4730,Jamaica,1
4730,Trinidad and Tobago,1
4730,Mexico,1
4730,Costa Rica,1
4730,Panama,1
4730,Colombia,2
4730,Venezuela,1
4730,Guyana,1
4730,Ecuador,1
4730,Peru,1
4730,Brazil,1
4730,Bolivia,2
4730,Paraguay,1
4730,Chile,1
4730,Argentina,1
4730,Uruguay,1
4730,UK,3
4730,Ireland,3
4730,Netherlands,3
4730,Belgium,3
4730,Luxembourg,3
4730,France,3
4730,Spain,3
4730,Portugal,3
4730,Poland,3
4730,Austria,3
4730,Hungary,3
4730,Italy,3
4730,Malta,3
4730,Greece,3
4730,Cyprus,3
4730,Bulgaria,3
4730,Russian Federation,1
4730,Ukraine,3
4730,Belarus,1
4730,Finland,3
4730,Sweden,3
4730,Norway,3
4730,Denmark,3
4730,Iceland,3
4730,Mali,1
4730,Burkina Faso,1
4730,Ghana,1
4730,Togo,1
4730,Nigeria,2
4730,Kenya,2
4730,Tanzania,2
4730,Ethiopia,1
4730,Zambia,1
4730,Botswana,2
4730,Algeria,1
4730,Libya,1
4730,Sudan,1
4730,Egypt,1
4730,Syrian Arab Republic,1
4730,Jordan,1
4730,Israel,3
4730,Kuwait,1
4730,China,1
4730,Japan,3
4730,India,2
4730,Pakistan,1
4730,Bangladesh,1
4730,Sri Lanka,1
4730,Nepal,2
4730,Thailand,1
4730,Malaysia,1
4730,Singapore,1
4730,Brunei Darussalam,1
4730,Philippines,1
4730,Indonesia,1
4730,Australia,3
4730,New Zealand,3
4745,USA,3
4745,Canada,2
4745,Bahamas,1
4745,Cuba,1
4745,Jamaica,1
4745,Trinidad and Tobago,1
4745,Mexico,2
4745,Costa Rica,1
4745,Panama,1
4745,Colombia,1
4745,Venezuela,1
4745,Guyana,1
4745,Ecuador,1
4745,Peru,1
4745,Brazil,1
4745,Bolivia,1
4745,Paraguay,1
4745,Chile,1
4745,Argentina,1
4745,Uruguay,1
4745,UK,2
4745,Ireland,2
4745,Netherlands,2
4745,Belgium,2
4745,Luxembourg,2
4745,France,2
4745,Spain,2
4745,Portugal,2
4745,Poland,2
4745,Austria,2
4745,Hungary,2
4745,Italy,2
4745,Malta,2
4745,Greece,2
4745,Cyprus,2
4745,Bulgaria,2
4745,Russian Federation,2
4745,Ukraine,2
4745,Belarus,1
4745,Finland,2
4745,Sweden,2
4745,Norway,2
4745,Denmark,2
4745,Iceland,2
4745,Mali,1
4745,Burkina Faso,1
4745,Ghana,1
4745,Togo,1
4745,Nigeria,1
4745,Kenya,1
4745,Tanzania,1
4745,Ethiopia,1
4745,Zambia,1
4745,Botswana,1
4745,Algeria,1
4745,Libya,1
4745,Sudan,1
4745,Egypt,1
4745,Syrian Arab Republic,1
4745,Jordan,1
4745,Israel,2
4745,Kuwait,1
4745,China,1
4745,Japan,2
4745,India,1
4745,Pakistan,1
4745,Bangladesh,1
4745,Sri Lanka,1
4745,Nepal,1
4745,Thailand,1
4745,Malaysia,1
4745,Singapore,1
4745,Brunei Darussalam,1
4745,Philippines,1
4745,Indonesia,1
4745,Australia,2
4745,New Zealand,2
4749,USA,1
4749,Canada,1
4749,Bahamas,1
4749,Cuba,3
4749,Jamaica,2
4749,Trinidad and Tobago,2
4749,Mexico,1
4749,Costa Rica,2
4749,Panama,1
4749,Colombia,2
4749,Venezuela,3
4749,Guyana,2
4749,Ecuador,1
4749,Peru,1
4749,Brazil,1
4749,Bolivia,1
4749,Paraguay,1
4749,Chile,1
4749,Argentina,1
4749,Uruguay,1
4749,UK,1
4749,Ireland,1
4749,Netherlands,1
4749,Belgium,1
4749,Luxembourg,1
4749,France,1
4749,Spain,1
4749,Portugal,1
4749,Poland,1
4749,Austria,1
4749,Hungary,1
4749,Italy,1
4749,Malta,1
4749,Greece,1
4749,Cyprus,1
4749,Bulgaria,1
4749,Russian Federation,3
4749,Ukraine,1
4749,Belarus,3
4749,Finland,1
4749,Sweden,1
4749,Norway,1
4749,Denmark,1
4749,Iceland,1
4749,Mali,2
4749,Burkina Faso,2
4749,Ghana,2
4749,Nigeria,1
4749,Kenya,2
4749,Tanzania,1
4749,Ethiopia,2
4749,Zambia,2
4749,Botswana,2
4749,Algeria,3
4749,Libya,3
4749,Sudan,3
4749,Egypt,3
4749,Syrian Arab Republic,3
4749,Jordan,2
4749,Israel,1
4749,Kuwait,1
4749,China,3
4749,Japan,1
4749,India,3
4749,Pakistan,3
4749,Bangladesh,3
4749,Sri Lanka,2
4749,Nepal,2
4749,Thailand,2
4749,Malaysia,3
4749,Singapore,2
4749,Brunei Darussalam,3
4749,Philippines,2
4749,Indonesia,3
4749,Australia,1
4749,New Zealand,1
4754,USA,3
4754,Canada,1
4754,Bahamas,1
4754,Cuba,1
4754,Jamaica,1
4754,Trinidad and Tobago,1
4754,Mexico,1
4754,Costa Rica,1
4754,Panama,1
4754,Colombia,1
4754,Venezuela,1
4754,Guyana,1
4754,Ecuador,1
4754,Peru,1
4754,Brazil,1
4754,Bolivia,1
4754,Paraguay,1
4754,Chile,1
4754,Argentina,1
4754,Uruguay,1
4754,UK,1
4754,Ireland,1
4754,Netherlands,1
4754,Belgium,1
4754,Luxembourg,1
4754,France,1
4754,Spain,1
4754,Portugal,1
4754,Poland,1
4754,Austria,1
4754,Hungary,1
4754,Italy,1
4754,Malta,1
4754,Greece,1
4754,Cyprus,1
4754,Bulgaria,1
4754,Russian Federation,1
4754,Ukraine,1
4754,Belarus,1
4754,Finland,1
4754,Sweden,1
4754,Norway,1
4754,Denmark,1
4754,Iceland,1
4754,Mali,1
4754,Burkina Faso,1
4754,Ghana,1
4754,Togo,1
4754,Nigeria,1
4754,Kenya,1
4754,Tanzania,1
4754,Ethiopia,1
4754,Zambia,1
4754,Botswana,1
4754,Algeria,1
4754,Libya,1
4754,Sudan,1
4754,Egypt,1
4754,Syrian Arab Republic,1
4754,Jordan,1
4754,Israel,3
4754,Kuwait,1
4754,China,1
4754,Japan,1
4754,India,1
4754,Pakistan,1
4754,Bangladesh,1
4754,Sri Lanka,1
4754,Nepal,1
4754,Thailand,1
4754,Malaysia,1
4754,Singapore,1
4754,Brunei Darussalam,1
4754,Philippines,1
4754,Indonesia,1
4754,Australia,1
4754,New Zealand,1
4780,USA,3
4780,Canada,3
4780,Bahamas,1
4780,Cuba,1
4780,Jamaica,1
4780,Trinidad and Tobago,1
4780,Mexico,1
4780,Costa Rica,1
4780,Panama,2
4780,Colombia,2
4780,Venezuela,1
4780,Guyana,1
4780,Ecuador,1
4780,Peru,2
4780,Brazil,1
4780,Bolivia,1
4780,Paraguay,1
4780,Chile,1
4780,Argentina,1
4780,Uruguay,2
4780,UK,2
4780,Ireland,2
4780,Netherlands,2
4780,Belgium,2
4780,Luxembourg,2
4780,France,2
4780,Spain,2
4780,Portugal,2
4780,Poland,2
4780,Austria,2
4780,Italy,2
4780,Malta,1
4780,Greece,2
4780,Cyprus,1
4780,Bulgaria,2
4780,Russian Federation,2
4780,Ukraine,2
4780,Belarus,1
4780,Finland,2
4780,Sweden,2
4780,Norway,2
4780,Denmark,2
4780,Iceland,2
4780,Mali,1
4780,Burkina Faso,1
4780,Ghana,1
4780,Togo,1
4780,Nigeria,1
4780,Kenya,1
4780,Tanzania,1
4780,Ethiopia,1
4780,Zambia,1
4780,Botswana,1
4780,Algeria,1
4780,Libya,1
4780,Sudan,1
4780,Egypt,1
4780,Syrian Arab Republic,1
4780,Jordan,1
4780,Israel,3
4780,Kuwait,1
4780,China,1
4780,Japan,2
4780,India,1
4780,Pakistan,1
4780,Bangladesh,1
4780,Sri Lanka,1
4780,Nepal,1
4780,Thailand,2
4780,Malaysia,1
4780,Singapore,1
4780,Brunei Darussalam,1
4780,Philippines,1
4780,Indonesia,1
4780,Australia,3
4780,New Zealand,2
4781,USA,3
4781,Canada,3
4781,Bahamas,1
4781,Cuba,1
4781,Jamaica,1
4781,Trinidad and Tobago,1
4781,Mexico,1
4781,Costa Rica,1
4781,Panama,1
4781,Colombia,2
4781,Venezuela,1
4781,Guyana,1
4781,Ecuador,1
4781,Peru,2
4781,Brazil,1
4781,Bolivia,1
4781,Paraguay,1
4781,Chile,1
4781,Argentina,1
4781,Uruguay,1
4781,UK,2
4781,Ireland,2
4781,Netherlands,2
4781,Belgium,2
4781,Luxembourg,2
4781,France,2
4781,Spain,2
4781,Portugal,2
4781,Poland,2
4781,Austria,2
4781,Italy,2
4781,Malta,1
4781,Greece,2
4781,Cyprus,1
4781,Bulgaria,2
4781,Russian Federation,2
4781,Ukraine,2
4781,Belarus,1
4781,Finland,2
4781,Sweden,2
4781,Norway,2
4781,Denmark,2
4781,Iceland,2
4781,Mali,1
4781,Burkina Faso,1
4781,Ghana,1
4781,Togo,1
4781,Nigeria,1
4781,Kenya,1
4781,Tanzania,1
4781,Ethiopia,1
4781,Zambia,1
4781,Botswana,1
4781,Algeria,1
4781,Libya,1
4781,Sudan,1
4781,Egypt,1
4781,Syrian Arab Republic,1
4781,Jordan,1
4781,Israel,3
4781,Kuwait,1
4781,China,1
4781,Japan,2
4781,India,1
4781,Pakistan,1
4781,Bangladesh,1
4781,Sri Lanka,1
4781,Nepal,1
4781,Thailand,2
4781,Malaysia,1
4781,Singapore,1
4781,Brunei Darussalam,1
4781,Philippines,1
4781,Indonesia,1
4781,Australia,3
4781,New Zealand,2
4789,USA,3
4789,Canada,3
4789,Bahamas,2
4789,Cuba,1
4789,Jamaica,1
4789,Trinidad and Tobago,1
4789,Mexico,2
4789,Costa Rica,2
4789,Panama,2
4789,Colombia,2
4789,Venezuela,1
4789,Guyana,1
4789,Ecuador,1
4789,Peru,2
4789,Brazil,1
4789,Paraguay,2
4789,Chile,1
4789,Argentina,2
4789,Uruguay,2
4789,UK,2
4789,Ireland,2
4789,Netherlands,2
4789,Belgium,2
4789,Luxembourg,2
4789,France,2
4789,Spain,2
4789,Portugal,2
4789,Poland,2
4789,Austria,1
4789,Hungary,2
4789,Italy,2
4789,Malta,2
4789,Greece,2
4789,Cyprus,2
4789,Bulgaria,2
4789,Russian Federation,2
4789,Ukraine,2
4789,Belarus,1
4789,Finland,2
4789,Sweden,2
4789,Norway,2
4789,Denmark,2
4789,Iceland,2
4789,Mali,1
4789,Burkina Faso,1
4789,Ghana,1
4789,Togo,1
4789,Nigeria,1
4789,Tanzania,1
4789,Ethiopia,2
4789,Zambia,1
4789,Botswana,1
4789,Algeria,1
4789,Libya,1
4789,Sudan,1
4789,Egypt,1
4789,Syrian Arab Republic,1
4789,Jordan,1
4789,Israel,3
4789,Kuwait,1
4789,China,1
4789,Japan,2
4789,India,1
4789,Pakistan,1
4789,Bangladesh,1
4789,Sri Lanka,1
4789,Thailand,2
4789,Malaysia,1
4789,Singapore,1
4789,Brunei Darussalam,1
4789,Philippines,2
4789,Indonesia,1
4789,Australia,3
4789,New Zealand,2
4807,USA,1
4807,Canada,1
4807,Bahamas,1
4807,Cuba,3
4807,Jamaica,2
4807,Trinidad and Tobago,2
4807,Mexico,2
4807,Costa Rica,1
4807,Panama,2
4807,Colombia,2
4807,Venezuela,3
4807,Guyana,2
4807,Ecuador,2
4807,Peru,1
4807,Brazil,2
4807,Bolivia,2
4807,Paraguay,1
4807,Chile,1
4807,Argentina,1
4807,Uruguay,1
4807,UK,1
4807,Ireland,1
4807,Netherlands,1
4807,Belgium,1
4807,Luxembourg,1
4807,France,1
4807,Spain,1
4807,Portugal,1
4807,Poland,1
4807,Austria,1
4807,Hungary,1
4807,Italy,1
4807,Malta,1
4807,Greece,1
4807,Cyprus,1
4807,Bulgaria,1
4807,Russian Federation,3
4807,Ukraine,1
4807,Belarus,3
4807,Finland,1
4807,Sweden,1
4807,Norway,1
4807,Denmark,1
4807,Iceland,1
4807,Mali,2
4807,Burkina Faso,2
4807,Ghana,2
4807,Togo,2
4807,Nigeria,2
4807,Kenya,2
4807,Tanzania,2
4807,Ethiopia,2
4807,Zambia,2
